CLIENT,NODE_KEY,BP_ROLE,EMAIL_ADDRESS,PHONE_NUMBER,FAX_NUMBER,WEB_ADDRESS,ADDRESS_GUID_NODE_KEY,BP_ID,COMPANY_NAME,LEGAL_FORM,APPROVAL_STATUS
100,750531BCE7BA1EDF91EAE92F3C52AC23,1,customer-amelie.troyat@angere.fr,2094573421,2094573004,http://www.angere.fr,750531BCE7BA1EDF91EAE92F3C382C23,100000032,Angeré,S.A.R.L.,X
100,750531BCE7BA1EDF91EAE92F3C52CC23,1,customer-pete_waltham@pc-gym-tec.com,4136278910,4136278004,http://www.pc-gym-tec.com,750531BCE7BA1EDF91EAE92F3C388C23,100000033,PC Gym Tec,Inc.,X
100,750531BCE7BA1EDF91EAE92F3C52EC23,1,customer-ryu.toshiro@jip.jp,3540671320,3540671004,http://www.jip.jp,750531BCE7BA1EDF91EAE92F3C38EC23,100000034,Japan Insurance Partner,Inc.,X
100,750531BCE7BA1EDF91EAE92F3C530C23,1,customer-jose-lopez@en-ar.ar,7315064077,7315064004,http://www.en-ar.ar,750531BCE7BA1EDF91EAE92F3C394C23,100000035,Entertainment Argentinia,S.A.,X
100,750531BCE7BA1EDF91EAE92F3C532C23,1,customer-dahoma.lawla@agadc.co.za,4381762683,4381762004,http://www.agadc.co.za,750531BCE7BA1EDF91EAE92F3C39AC23,100000036,African Gold And Diamond Corporation,Ltd.,X
100,750531BCE7BA1EDF91EAE92F3C534C23,1,customer-jefferson.parker@pico-bit.com,9703586412,9703586004,http://www.pico-bit.com,750531BCE7BA1EDF91EAE92F3C3A0C23,100000037,PicoBit,Inc.,X
100,750531BCE7BA1EDF91EAE92F3C536C23,1,customer-tamara.flaig@brl-ag.de,6843585642,6843585004,http://www.brl-ag.de,750531BCE7BA1EDF91EAE92F3C3A6C23,100000038,Bionic Research Lab,AG,X
100,750531BCE7BA1EDF91EAE92F3C538C23,1,customer-sunita-kapoor@it-trade.in,4203876954,4203876004,http://www.it-trade.in,750531BCE7BA1EDF91EAE92F3C3ACC23,100000039,Indian IT Trading Company,Ltd.,X
100,750531BCE7BA1EDF91EAE92F3C53AC23,1,customer-pawel-lewandoski@catf.pl,8367920106,8367920004,http://www.catf.pl,750531BCE7BA1EDF91EAE92F3C3B2C23,100000040,Chemia A Technicznie Fabryka,Sp.z.o.o.,X
100,750531BCE7BA1EDF91EAE92F3C53CC23,1,customer-laura.campillo@saitc.ar,1438907230,1438907004,http://www.saitc.ar,750531BCE7BA1EDF91EAE92F3C3B8C23,100000041,South American IT Company,S.A.,X
100,750531BCE7BA1EDF91EAE92F3C53EC23,1,customer-jian.si@siwusha.cn,7412697340,7412697004,http://www.siwusha.cn,750531BCE7BA1EDF91EAE92F3C3BEC23,100000042,Siwusha,CJV,X
100,750531BCE7BA1EDF91EAE92F3C540C23,1,customer-frederik.christensen@dftc.dk,3102050749,3102050004,http://www.dftc.dk,750531BCE7BA1EDF91EAE92F3C3C4C23,100000043,Danish Fish Trading Company,A/S,X
100,750531BCE7BA1EDF91EAE92F3C542C23,1,customer-mirjam.schmidt@sorali.de,3102050749,3102050004,http://www.sorali.de,750531BCE7BA1EDF91EAE92F3C3CAC23,100000044,Sorali,AG,X
100,750531BCE7BA1EDF91EAE92F3C544C23,1,customer-dummy_address@sap.com,3102050749,3102050004,http://www.sap.com,750531BCE7BA1EDF91EAE92F3C3D0C23,100000045,Consumer,none,X
100,750531BCE7BA1EDF91EAE92F3C546C23,2,supplier-do.not.reply@sap.com,622734567,622734004,http://www.sap.com,750531BCE7BA1EDF91EAE92F3C3D6C23,100000046,SAP,SE,A
100,750531BCE7BA1EDF91EAE92F3C548C23,2,supplier-dagmar.schulze@beckerberlin.de,3088530,3088004,http://www.beckerberlin.de,750531BCE7BA1EDF91EAE92F3C3DCC23,100000047,Becker Berlin,GmbH,A
100,750531BCE7BA1EDF91EAE92F3C54AC23,2,supplier-maria.brown@delbont.com,3023352668,3023352004,http://www.delbont.com,750531BCE7BA1EDF91EAE92F3C3E2C23,100000048,DelBont Industries,Ltd.,A
100,750531BCE7BA1EDF91EAE92F3C54CC23,2,supplier-saskia.sommer@talpa-hannover.de,511403266,511403004,http://www.talpa-hannover.de,750531BCE7BA1EDF91EAE92F3C3E8C23,100000049,Talpa,GmbH,A
100,750531BCE7BA1EDF91EAE92F3C54EC23,2,supplier-bob.buyer@panorama-studios.biz,2244668800,2244668004,http://www.panorama-studios.biz,750531BCE7BA1EDF91EAE92F3C3EEC23,100000050,Panorama Studios,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C550C23,2,supplier-bart.koenig@tecum-ag.de,2511415,2511004,http://www.tecum-ag.de,750531BCE7BA1EDF91EAE92F3C3F4C23,100000051,TECUM,AG,A
100,750531BCE7BA1EDF91EAE92F3C552C23,2,supplier-yoko.nakamura@asia-ht.com,9078563412,9078563004,http://www.asia-ht.com,750531BCE7BA1EDF91EAE92F3C3FAC23,100000052,Asia High tech,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C554C23,2,supplier-sophie.ribery@laurent-paris.com,149744423,149744004,http://www.laurent-paris.com,750531BCE7BA1EDF91EAE92F3C400C23,100000053,Laurent,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C556C23,2,supplier-victor.sanchez@avantel.com,7257716,7257004,http://www.avantel.com,750531BCE7BA1EDF91EAE92F3C406C23,100000054,AVANTEL,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C558C23,2,supplier-jorge.velez@telecomunicacionesstar.com,1133557799,1133557004,http://www.telecomunicacionesstar.com,750531BCE7BA1EDF91EAE92F3C40CC23,100000055,Telecomunicaciones Star,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C55AC23,2,supplier-franklin.jones@pear-computing.com,6789012345,6789012004,http://www.pear-computing.com,750531BCE7BA1EDF91EAE92F3C412C23,100000056,Pear Computing Services,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C55CC23,2,supplier-joseph_gschwandtner@alp-systems.at,6623612804,6623612004,http://www.alp-systems.at,750531BCE7BA1EDF91EAE92F3C418C23,100000057,Alpine Systems,AG,A
100,750531BCE7BA1EDF91EAE92F3C55EC23,2,supplier-george_d_grant@newlinedesign.co.uk,2589436180,2589436004,http://www.newlinedesign.co.uk,750531BCE7BA1EDF91EAE92F3C41EC23,100000058,New Line Design,Ltd.,A
100,750531BCE7BA1EDF91EAE92F3C560C23,2,supplier-sarah.schwind@hepa-tec.de,4507867136,4507867004,http://www.hepa-tec.de,750531BCE7BA1EDF91EAE92F3C424C23,100000059,HEPA Tec,GmbH,A
100,750531BCE7BA1EDF91EAE92F3C562C23,2,supplier-theodor.monathy@anavideon.com,5850428367,5850428004,http://www.anavideon.com,750531BCE7BA1EDF91EAE92F3C42AC23,100000060,Anav Ideon,Ltd.,A
100,750531BCE7BA1EDF91EAE92F3C564C23,2,supplier-robert_brown@rb-entertainment.ca,7609448173,7609448004,http://www.rb-entertainment.ca,750531BCE7BA1EDF91EAE92F3C430C23,100000061,Robert Brown Entertainment,Ltd.,A
100,750531BCE7BA1EDF91EAE92F3C566C23,2,supplier-jorgemontalban@motc.mx,6879342945,6879342004,http://www.motc.mx,750531BCE7BA1EDF91EAE92F3C436C23,100000062,Mexican Oil Trading Company,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C568C23,2,supplier-johanna.esther@meliva.de,2208791738,2208791004,http://www.meliva.de,750531BCE7BA1EDF91EAE92F3C43CC23,100000063,Meliva,AG,A
100,750531BCE7BA1EDF91EAE92F3C56AC23,2,supplier-miguel.luengo@compostela.ar,4440238917,4440238004,http://www.compostela.ar,750531BCE7BA1EDF91EAE92F3C442C23,100000064,Compostela,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C56CC23,2,supplier-isabel.nemours@pateu.fr,6328490087,6328490004,http://www.pateu.fr,750531BCE7BA1EDF91EAE92F3C448C23,100000065,Pateu,S.A.R.L.,A
100,750531BCE7BA1EDF91EAE92F3C56EC23,2,supplier-igor.tarassow@retc.ru,4050378468,4050378004,http://www.retc.ru,750531BCE7BA1EDF91EAE92F3C44EC23,100000066,Russian Electronic Trading Company,z.a.o.,A
100,750531BCE7BA1EDF91EAE92F3C570C23,2,supplier-alexis.harper@flor-hc.com,6065470312,6065470004,http://www.flor-hc.com,750531BCE7BA1EDF91EAE92F3C454C23,100000067,Florida Holiday Company,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C572C23,2,supplier-c.alfaro@quimica-madrilenos.es,7980023486,7980023004,http://www.quimica-madrilenos.es,750531BCE7BA1EDF91EAE92F3C45AC23,100000068,Quimica Madrilenos,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C574C23,2,supplier-sven.j@getraenke-janssen.de,3629731486,3629731004,http://www.getraenke-janssen.de,750531BCE7BA1EDF91EAE92F3C460C23,100000069,Getränkegroßhandel Janssen,GmbH,A
100,750531BCE7BA1EDF91EAE92F3C576C23,2,supplier-yoshiko.kakuji@jateco.jp,3206580974,3206580004,http://www.jateco.jp,750531BCE7BA1EDF91EAE92F3C466C23,100000070,JaTeCo,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C578C23,2,supplier-alessio.galasso@tcdr.it,4580963184,4580963004,http://www.tcdr.it,750531BCE7BA1EDF91EAE92F3C46CC23,100000071,Tessile Casa Di Roma,Srl,A
100,750531BCE7BA1EDF91EAE92F3C57AC23,2,supplier-romain.le_mason@verdo.fr,1012697341,1012697004,http://www.verdo.fr,750531BCE7BA1EDF91EAE92F3C472C23,100000072,Vente Et Réparation de Ordinateur,S.A.R.L.,A
100,750531BCE7BA1EDF91EAE92F3C57CC23,2,supplier-martha.calcagno@dpg.ar,7345697824,7345697004,http://www.dpg.ar,750531BCE7BA1EDF91EAE92F3C478C23,100000073,Developement Para O Governo,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C57EC23,2,supplier-beatriz.da_silva@brazil-tec.br,469614115,469614004,http://www.brazil-tec.br,750531BCE7BA1EDF91EAE92F3C47EC23,100000074,Brazil Technologies,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C580C23,2,supplier-anthony.lebouef@crtu.ca,6839542781,6839542004,http://www.crtu.ca,750531BCE7BA1EDF91EAE92F3C484C23,100000075,C.R.T.U.,Ltd.,A
100,750531BCE7BA1EDF91EAE92F3C582C23,2,supplier-lisa.felske@jologa.ch,6714954542,6714954004,http://www.jologa.ch,750531BCE7BA1EDF91EAE92F3C48AC23,100000076,Jologa,GmbH,A
100,750531BCE7BA1EDF91EAE92F3C584C23,2,supplier-jonathan.d.mason@baleda.com,2483693027,2483693004,http://www.baleda.com,750531BCE7BA1EDF91EAE92F3C490C23,100000077,Baleda,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C586C23,2,supplier-amelie.troyat@angere.fr,2094573421,2094573004,http://www.angere.fr,750531BCE7BA1EDF91EAE92F3C496C23,100000078,Angeré,S.A.R.L.,A
100,750531BCE7BA1EDF91EAE92F3C588C23,2,supplier-pete_waltham@pc-gym-tec.com,4136278910,4136278004,http://www.pc-gym-tec.com,750531BCE7BA1EDF91EAE92F3C49CC23,100000079,PC Gym Tec,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C58AC23,2,supplier-ryu.toshiro@jip.jp,3540671320,3540671004,http://www.jip.jp,750531BCE7BA1EDF91EAE92F3C4A2C23,100000080,Japan Insurance Partner,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C58CC23,2,supplier-jose-lopez@en-ar.ar,7315064077,7315064004,http://www.en-ar.ar,750531BCE7BA1EDF91EAE92F3C4A8C23,100000081,Entertainment Argentinia,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C58EC23,2,supplier-dahoma.lawla@agadc.co.za,4381762683,4381762004,http://www.agadc.co.za,750531BCE7BA1EDF91EAE92F3C4AEC23,100000082,African Gold And Diamond Corporation,Ltd.,A
100,750531BCE7BA1EDF91EAE92F3C590C23,2,supplier-jefferson.parker@pico-bit.com,9703586412,9703586004,http://www.pico-bit.com,750531BCE7BA1EDF91EAE92F3C4B4C23,100000083,PicoBit,Inc.,A
100,750531BCE7BA1EDF91EAE92F3C592C23,2,supplier-tamara.flaig@brl-ag.de,6843585642,6843585004,http://www.brl-ag.de,750531BCE7BA1EDF91EAE92F3C4BAC23,100000084,Bionic Research Lab,AG,A
100,750531BCE7BA1EDF91EAE92F3C594C23,2,supplier-sunita-kapoor@it-trade.in,4203876954,4203876004,http://www.it-trade.in,750531BCE7BA1EDF91EAE92F3C4C0C23,100000085,Indian IT Trading Company,Ltd.,A
100,750531BCE7BA1EDF91EAE92F3C596C23,2,supplier-pawel-lewandoski@catf.pl,8367920106,8367920004,http://www.catf.pl,750531BCE7BA1EDF91EAE92F3C4C6C23,100000086,Chemia A Technicznie Fabryka,Sp.z.o.o.,A
100,750531BCE7BA1EDF91EAE92F3C598C23,2,supplier-laura.campillo@saitc.ar,1438907230,1438907004,http://www.saitc.ar,750531BCE7BA1EDF91EAE92F3C4CCC23,100000087,South American IT Company,S.A.,A
100,750531BCE7BA1EDF91EAE92F3C59AC23,2,supplier-jian.si@siwusha.cn,7412697340,7412697004,http://www.siwusha.cn,750531BCE7BA1EDF91EAE92F3C4D2C23,100000088,Siwusha,CJV,A
100,750531BCE7BA1EDF91EAE92F3C59CC23,2,supplier-frederik.christensen@dftc.dk,3102050749,3102050004,http://www.dftc.dk,750531BCE7BA1EDF91EAE92F3C4D8C23,100000089,Danish Fish Trading Company,A/S,A
100,750531BCE7BA1EDF91EAE92F3C59EC23,2,supplier-mirjam.schmidt@sorali.de,3102050749,3102050004,http://www.sorali.de,750531BCE7BA1EDF91EAE92F3C4DEC23,100000090,Sorali,AG,A
